BTC;bitcoin
EOSC;eos-force
EQL;equal
EQZ;equalizer
XEQ;equilibria
EQT;equitrader
ERA;blakestar
ERC20;erc20
ERT;eristica
ERO;eroscoin
ERY;eryllium
ESP;espers
EST;esports-token
ETBS;ethbits
ECASH;ethereumcash
ETHD;ethereum-dark
ETG;ethereum-gold
RIYA;etheriya
ESN;ethersocial
ETHOS;ethos
ERC;europecoin
EVC;eventchain
EVX;everex
EVIL;evil-coin
EXC;excaliburcoin
XUC;exchange-union
EXCL;exclusivecoin
EXMR;exmr
EXNT;exnetwork-token
EXP;expanse
EXY;experty
EXRN;exrnchain
EZT;eztoken
FACE;faceter
FCT;factom
FAIR;faircoin
FSW;fsw-token
FANS;fantasy-cash
FGC;fantasygold
FCN;fantomcoin
FAP;fapcoin
FARA;faraland
FTC;feathercoin
FO;fibos
FIC;filecash
FNX;finnexus
FTX;fintrux-network
FLOT;fire-lotto
BITCF;first-bitcoin-capital
1ST;firstblood
FLETA;fleta
FLEX;flex
FLIK;flik
FLP;flip
FLIXX;flixxo
FLO;flourmix
FYP;flypme
FNB;fnb-protocol
FNKOS;fnkos
FOAM;foam
FLDC;foldingcoin
FLG;folgory-coin
FONZ;fonziecoin
FOOD;food
FORK;forkcoin
FMF;formosa-financial
FKX;fortknoxster
FOTA;fortuna
FSBT;forty-seven-bank
FCL;fractal
FREC;freyrchain
FDZ;friends
FJC;fujicoin
NTO;fujinto
FTXT;futurax
FXC;futurexcrypto
FTO;futurocoin
FXT;fuzex
FUZZ;fuzzballs
GNR;gainer
GFARM2;gains-farm-v2
GAL;galatasaray-fan-token
GMB;gamb
GAM;gambit
GCS;gamechain
GRLC;garlicoin
GZE;gazecoin
GCN;gcn-coin
GEERT;geertcoin
GS;genesis-shards
GVT;genesis-vision
GEO;geocoin
GERO;gerowallet
GET;get-protocol
GFT;gifto
GIN;gincoin
GLA;gladius-token
GSC;global-social-chain
GLT;globaltoken
GBX;gobyte
GLC;goldcoin
GP;goldpieces
GPKR;gold-poker
GRX;gold-reward-token
GOLF;golfcoin
GOLOS;golos
GBG;golos-gold
GOT;gonetwork
GOOD;goodomy
GZIL;governance-zil
GOVI;govi
GRFT;graft
GRE;greencoin
GRMD;greenmed
GRN;greenpower
GRC;gridcoin
GRIM;grimcoin
GRS;groestlcoin
GRWI;growers-international
GSE;gsenetwork
GUA;gua
GETX;guaranteed-ethurance-token-extra
HKN;hacken
HAC;hackspace-capital
HAKKA;hakka-finance
HLC;halalchain
HALLO;halloween-coin
HPC;happycoin
HRC;haracoin
HMC;harmonycoin-hmc
HC;harvest-masternode-coin
XHV;haven-protocol
HAV;havven
HAVY;havy
HDAC;hdac
WORM;healthywormcoin
HEAT;heat-ledger
HBZ;helbiz
HNC;helleniccoin
HGT;hellogold
PLAY;herocoin
HER;heronode
HXX;hexx
HIBS;hiblocks
XHI;hicoin
HIRE;hirematch
HVN;hiveterminal-token
HODL;hodlcoin
HBC;homeblockcoin
HMR;homeros
HOO;hoo-token
HOPE;dovu
HTB;hotbit-token
HTML;html-coin
HMQ;humaniq
HUM;humanscape
HUC;huntercoin
HBTC;huobi-btc
HPT;huobi-pool-token
HUR;hurify
HUSD;husd
HUSH;hush
HXRO;hxro
HYC;hycon
HYD;internet-of-people
HYDRO;hydro
HYN;hyperion
I0C;i0coin
ICHI;ichi
ICN;iconomi
ICH;idea-chain-coin
IDXM;idex-membership
IDLE;idle
IDOL;idol-coin
IFOOD;ifoods-chain
IGG;ig-gold
IC;ignition
IHT;iht-real-estate-protocol
NKA;incakoin
INCNT;incent
IDH;indahash
INDI;indicoin
IFC;infinitecoin
INFS;infinity-esaham
IFLT;inflationcoin
INC;influence-chain
INO;ino-coin
INB;insight-chain
INSTAR;insights-network
XNS;insolar
ISR;insureum
INT;int-chain
IIC;intelligent-investment-chain
ITT;intelligent-trading-foundation
INCX;internationalcryptox
INXT;internxt
ENIX;invacio
IDT;investdigital
IFT;investfeed
IHF;invictus-hyperion-fund
IOC;iocoin
ION;ion
ITC;iot-chain
IOUX;iou
IOV;iov-blockchain
IPC;ipchain
IPSX;ip-exchange
IQN;iqeon
IQT;iquant
IRL;irishcoin
ITI;iticoin
ING;iungo
IVY;ivy
IXC;ixcoin
IZE;ize
JC;jesus-coin
J8T;jet8
JNT;jibrel-network
JIN;jin-coin
SWTC;jingtum-tech
XJO;joulecoin
JOT;jury-online-token
JUL;justliquidity
KNDC;kanadecoin
KRB;karbo
KARMA;karma-eos
KAYI;kayicoin
KCASH;kcash
ROOK;keeperdao
QLC;qlink
KIND;kind-ads-token
KIRO;kirobo
KGO;kiwigo
KSP;klayswap-protocol
KNT;knekted
KOBO;kobocoin
KOK;keystone-of-opportunity-knowledge
KLN;kolion
KORE;korecoin
KBR;kubera-coin
KUN;kun
KURT;kurrent
KYL;kylin
KZC;kzcash
LALA;lala-world
TAU;lamden
LRG;largo-coin
LATX;latiumx
LA;latoken
LDC;leadcoin
LEAF;leafcoin
LND;lendingblock
LST;lendroid-support-token
LC4;leocoin
LUC;level-up
XLC;leviar
LEVO;levocoin
LGCY;lgcy-network
LGO;legolas-exchange
LIGHT;lightchain
LPC;lightpaycoin
LINDA;linda
LFC;linfinity
LKC;linkedcoin
LET;linkeye
LNK;link-platform
LINX;linx
LCC;litecoin-cash
LCP;litecoin-plus
LDOGE;litedoge
LIVE;live-stars
LWF;local-world-forwarders
LOCI;locicoin
LOC;lockchain
LGS;logiscoin
LMC;lomocoin
LOTTO;lotto
LYL;loyalcoin
LYXE;lukso
LUN;lunyr
LUX;luxcoin
LKK;lykke
MAG;maggie
XMG;magi
MAGN;magnetcoin
MGM;magnum
MAID;maidsafecoin
MFTU;mainstream-for-the-underground
MNGO;mango-markets
MPL;maple
MRK;mark-space
MARO;maro
MXT;martexcoin
MGD;massgrid
MASH;masternet
MTNC;masternodecoin
MSCN;master-swiscoin
GUP;guppy
MTX;matryx
MAVRO;mavro
MXM;maximine-coin
MCO;crypto-com
MEDIC;mediccoin
MEESH;meesh-coin
MEETONE;meetone
MEC;megacoin
MEN;men
MEOW;meow
MVP;merculet
MER;mercurial-finance
META;metadium
MHC;metahash
METM;metamorph
ETP;metaverse
MRX;metrix-coin
AMM;micromoney
MNE;minereum
MRT;miners-reward-token
MINEX;minex
MNX;minexcoin
BIP;minter-network
MRI;mirai
MIU;miu
MOAC;moac
MGO;mobilego
MOD;modefi
MDA;moeda-loyalty-points
MOIN;moin
MOF;molecular-future
XMC;monero-classic
XMO;monero-original
MUE;monetaryunit
XMCC;monacocoin
AXPR;axpr-token
MORE;more-coin
MORK;mork
MITX;morpheus-labs
MSP;mothership
MCC;moving-cloud-coin
MXX;multiplier
MUNT;gulden
MUSH;mushroom
MCI;musiconomi
MST;mustangcoin
MUTE;mute
XMY;myriad
MT;mytoken
WISH;mywish
NAM;nam-coin
NMC;namecoin
NANJ;nanjcoin
NPX;napoleonx
NRVE;narrative
NTC;natcoin
NEBL;neblio
NBAI;nebula-ai
NEOG;neo-gold
NVT;nervenetwork
NETKO;netko
NEU;neumark
NRP;neural-protocol
NRO;neuro
NCC;neurochain
NTK;neurotoken
XTN;neutrino-usd
NSBT;neutrino-system-base-token
NEVA;nevacoin
NKC;nework
NPW;new-power-coin
NEW;newton
NXC;nexium
NTY;nexty
NXS;nexus
NFTX;nftx
NOX;nitro
NCASH;nucleus-vision
NIX;nix
NOBL;noblecoin
NOBS;no-bs-crypto
NLC;nolimitcoin
NVC;novacoin
NPER;nper
NU;nucypher
NLX;nullex
NMS;numus
OBSR;observer
ODN;obsidian
GBYTE;obyte
OC;oceanchain
OCE;oceanex-token
OCL;oceanlab
888;octocoin
ODE;odem
OF;ofcoin
OK;okcash
OHM;olympus
ECOM;omnitude
ONL;on-live
OPCT;opacity
OPC;op-coin
OPCX;opcoinx
SOS;opendao
OTN;open-trading-network
OPIUM;opium
OPT;opus
ORB;orbitcoin
ORS;origin-sport
ORMEUS;ormeus-coin
OXEN;oxen
PCS;pabyosi-coin-special
PAC;pac-protocol
PAK;pakcoin
PND;pandacoin-pnd
XPN;pantheon-x
PRG;paragon
DUO;parallelcoin
PARETO;pareto-network
PASC;pascal-coin
PASL;pascal-lite
PTOY;patientory
PAT;patron
PYN;paycent
XPY;paycoin2
PDX;payday-coin
PFR;payfair
PMNT;paymon
PPP;paypie
PBTC35A;pbtc35a
PCL;peculium
PCN;peepcoin
GUESS;guess
PPY;peerplays-ppy
PNT;penta
PEPECASH;pepe-cash
ASK;permission-coin
PTD;pesetacoin
PXC;phoenixcoin
PHX;phoenix-global
PHR;phore
PHO;photon
DOUGH;piedao-dough-v2
PLR;pillar
PINK;pinkcoin
PNODE;pinknode
PCOIN;pioneer-coin
SKULL;pirate-blocks
PIRL;pirl
PXL;pixel
PKG;pkg-token
PLANETS;planetwatch
PPAY;plasma-finance
PLC;platincoin
XPTX;platinumbar
PLTC;platoncoin
PLY;playcoin
PLACO;playercoin
IOG;playgroundz
PKT;playkey
PLX;plexcoin
POA;poa
POE;poet
PAL;policypal-network
PBR;polkabridge
PSWAP;polkaswap
PLBT;polybius
PCH;popchain
QQQ;poseidon-network
POST;postcoin
POS;postoken
POT;potcoin
PSM;prasm
PCM;precium
PREMIA;premia
PRES;president-trump
PRS;pressone
PBT;primalbase
PRIMU;primulon
PRA;prochain
PROC;procurrency
PUT;profile-utility-token
PGL;prospectors-gold
PRN;protean
PTT;proton-token
XES;proxeus
PBL;publica
PMA;pumapay
NPXSXEM;pundi-x-nem
NPXS;pundi-x
PURA;pura
PUREX;purex
VIDZ;purevidz
PUSSY;pussy-financial
PYLNT;pylon-network
QC;qcash
QNTU;quanta-utility-token
QAC;quasarcoin
QCX;quickx-protocol
QTCON;quiztok
QUN;qunqun
XQN;quotient
QURO;qurito
QVT;qvolta
QWARK;qwark
RBBT;rabbitcoin
RADS;radium
RAINI;rainicorn
RKN;rakon
RAMP;ramp
RGT;rari-governance-token
RTE;rate3
XRA;ratecoin
RAZOR;razor-network
REV;rchain
READ;read
RCT;realchain
REAP;reapchain
REBL;rebl
RAE;receive-access-ecosystem
RDD;redd
RLX;relex
RNS;renos
RTL;rentledger
ERSDL;unfederalreserve
MWAT;restart-energy-mwat
RVP;revolution-populi
RVR;revolutionvr
XRE;revolvercoin
REW;rewardiqa
RFOX;redfox-labs
XRH;rhenium
XRL;rialto
RBN;ribbon-finance
RMESH;rightmesh
RINGX;ring-x-platform
RCN;ripio-credit-network
RVT;rivetz
ROX;robotina
RKT;rock
ROOFS;roofs
RLT;roulettetoken
RRC;rrcoin
RBLX;rublix
RBY;rubycoin
RUNNERS;runners
RUP;rupee
RMC;russian-mining-coin
S4F;s4fe
SFC;safecap-token
SAFEX;safe-exchange-coin
SHA;safe-haven
SMI;safemoon-inu
XSTC;safe-trade-coin
SAKE;sake-token
SAL;salpay
SLS;salus
SAN;santiment
SAPP;sapphire
SVD;savedroid
SCORE;scorecoin
SEELE;seele
SEER;seer
B2X;segwit2x
SSC;selfsell
SDRN;senderon
SNTVT;sentivate
SEQ;sequence
KOBE;shabu-shabu-finance
SHC;niobium-coin
SS;sharder
SEXC;sharex
SHP;sharpe-platform-token
JEW;shekel
XSH;shield-xsh
SHIFT;shift
SHE;shinechain
SHIP;shipchain
OMX;shivom
SPI;shopping
SHOW;show
HAND;showhand
SIB;sibcoin
EROWAN;sifchain
SNGLS;singulardtv
SDAO;singularitydao
AGIX;singularitynet
SRN;sirin-labs-token
SISA;sisa
SDA;six-domain-chain
611;sixeleven
SKC;skeincoin
SKIN;skincoin
SLOTH;slothcoin
SMC;smartcoin
MFG;smart-mfg
SSP;smartshare
SMLY;smileycoin
SNIP;snipcoin
SNOV;snovio
$SNOW;snow
SCL;sociall
SLR;solarcoin
XLR;solaris
SCT;soma
SSG;somesing
SONIQ;soniq
SNM;sonm
SPHTX;sophiatx
XOR;sora
SPANK;spankchain
SPARK;sparks
SPARTA;spartan-protocol
SXUT;spectre-utility
XSPEC;spectrecoin
SCS;speedcash
SMS;speed-mining-service
XID;sphre-air
SPIKE;spiking
SPD;spindle
SNL;sport-and-leisure
SPF;sportyco
SPR;spreadcoin
SPRTS;sprouts
SRCOIN;srcoin
STAKE;xdai
XSN;stakenet
STAC;startercoin
XST;stealth
SBD;steem-dollars
STN;steneum-coin
STK;stk
STQ;storiqa
SJCX;storjcoin-x
SHND;stronghands
SUB;substratum
SGR;sugar-exchange
SUMO;sumokoin
SUPERBID;superbid
SBTC;super-bitcoin
UNITY;supernet-unity
SURE;sure
SUR;suretly
SUTER;suterusu
SWM;swarm-network
SWT;swarm-city
SWINGBY;swingby
SIC;swisscoin
SX;sportx
SYNX;syndicate
NOIA;syntropy
TAAS;taas
TAJ;tajcoin
TALAO;talao
TTU;tatatu
TLE;tattoocoin-limited
TSE;tattoocoin
TCN;tcoin
TEAM;tokenstars
THS;techshares
TONE;te-food
TEK;tekcoin
TELL;tellurion
TEMCO;temco
TERA;tera
KRT;terra-krw
TER;terranova
TFL;trueflip
TKY;thekey
TMTG;the-midas-touch-gold
MAY;theresa-may-coin
THR;thorecoin
THX;thorenext
THRT;thrive-token
TDX;tidex-token
TIE;tiesdb
TGC;tigercoin
TKING;tiger-king
TNB;time-new-bank
TOA;toacoin
TOKAMAK;tokamak-network
TDS;tokendesk
TPAY;tokenpay
TKS;tokes
TKA;tokia
TOK;tokugawa
TOL;tolar
TOPAZ;topaz
TOPC;topchain
TOR;torcoin-tor
TOTO;tourist-token
TAC;traceability-chain
TRCT;tracto
BBC;b2bcoin
TNS;transcodium
TX;transfercoin
TM2;traxia
TZC;trezarcoin
TRDT;trident
TTY;trinity
TRTT;trittium
TRONPAD;tronpad
TRK;truckcoin
TRUE;truechain
TFBX;truefeedback
TECX;cannation
TRV;trustverse
TRY;try-finance
TRTL;turtlecoin
TWIST;twist
UBQ;ubiq
UCT;ubique-chain-of-things
UCN;uchain
UGC;ugchain
UT;ulord
NIF;unifty
UNIFY;unify
UKG;unikoin-gold
UMX;unimex-network
SOCKS;unisocks
UNISTAKE;unistake
UBTC;united-bitcoin
UIS;unitus
UTNP;universa
UNIT;universal-currency
UBXT;upbots
UFR;upfiring
USE;usechain-token
OOT;utrum
VCT;valuecybertoken
VNLA;vanilla-network
VPRC;vaperscoin
VLTC;vault-coin
VBTC;venus-btc
VLINK;venus-link
VSXP;vsxp
VRC;vericoin
VDG;veridocglobal
CRED;verify
VME;verime
VERI;veritaseum
VRM;veriumreserve
VRS;veros
V;version
VTC;vertcoin
VRSC;veruscoin
VEST;vestchain
VETH;vether
VZT;vezt
VIBE;vibe
VIT;vice-industry-token
VIDY;vidy
VIEW;view
VIPS;vipstar-coin
VTA;virtacoin
XVP;virtacoinplus
TVK;terra-virtua-kolect
VISIO;visio
VISR;visor-finance
VITAE;vitae
VIU;viuly
VID;videocoin
VIVO;vivo
VOISE;voisecom
ACDC;volt
VOT;votecoin
IPL;insurepal
VSX;vsync-vsx
VULC;vulcano
W3C;w3coin
WABI;wabi
WAB;wabnetwork
WGR;wagerr
WTC;waltonchain
WAND;wandx
WGO;wavesgo
WICC;waykichain
WSX;wearesatoshi
WEB;webcoin
WPR;wepower
TRST;trust
WHL;whalecoin
XWC;whitecoin
WIC;wi-coin
WIKI;wiki-token
WC;win-coin
LIF;winding-tree
WINGS;wings
WOMEN;women
WRC;worldcore
WWB;wowbit
WOW;wowswap
WPP;wpp-token
XAUR;xaurum
XCEL;xceltoken
XCG;xchange
XCO;x-coin
XDEFI;xdefi-wallet
XNC;xenioscoin
XNN;xenon
XSR;xensor
XGOX;xgox
XMCT;xmct
XMON;xmon
SIG;xsigma
XBY;xtrabytes
XTRD;xtrd
YAXIS;yaxis
YEE;yee
YELD;yeld-finance
YTN;yenten
YFL;yflink
YEED;yeed
YLD;yield-app
YOC;yocoin
YOUC;youcash
YOU;you-coin
YOYOW;yoyow
YCC;yuan-chain-coin
YUKI;yuki
YUSRA;yusra
ZT;zbg-token
ZB;zb-token
ZCL;zclassic
XZC;zcoin
ZCO;zebi
ZPT;zeepin
ZEIT;zeitcoin
ZEL;zelcash
ZNN;zenon
ZNT;zenswap-network-token
ZER;zero
ZEST;zest
ZET;zetacoin
ZMC;zetamicron
ZLA;zilla
ZINC;zinc
ZIP;zip
ZIPT;zippie
ZMN;zmine
ZZC;zozocoin
ZPR;zper
